1170077963 : 0 : [339, 6094, 480, 1282798155, 1158, 40, 0, 220L, 0, 23, 1L, 2L, 56, 90616.2]
2109602703 : 0 : [356, 899, 501, 1304016854, 8606, 5, 0, -1L, 1, 20, 4L, 1L, 113, 7619.0]
1400589995 : 0 : [892, 2354, 976, 1263834748, 2482, 41, 1, 0, 1, 32, 2L, 1L, 23, 133318.2]
2417809403 : 1 : [41, 2083, 1561, 1318991814, 550, 0, 0, -1L, 1, 0, 0, 1L, 83, 230042.5]
2396247344 : 1 : [0, 17, 2, 1316094212, 37, 0, 0, -1L, 1, 0, 5L, 5L, 81, 484545.4]
1750537247 : 0 : [110, 1673, 129, 1275619803, 29684, 83, 1, 0, 1, 38, 1L, 2L, 59, 97082.2]
2358976741 : 1 : [6, 45, 13, 1316109011, 15, 0, 0, -1L, 1, 0, 4L, 4L, 70, 1944390.8]
1081617510 : 0 : [130, 2534, 545, 1266988045, 498, 2, 0, -1L, 1, 29, 0, 1L, 52, 380108.6]
2396248762 : 1 : [0, 19, 2, 1316094261, 40, 0, 0, -1L, 1, 0, 3L, 3L, 91, 464829.9]
1487589440 : 0 : [279, 1756, 1015, 1267714311, 834, 58, 1, 0, 0, 25, 32L, 1L, 30, 121935.9]
1718526530 : 0 : [345, 1404, 552, 1269552463, 12213, 17, 0, 220L, 0, 9, 0, 1L, 37, 119864.5]
2359493261 : 1 : [2, 14, 6, 1316119753, 43, 0, 0, -1L, 1, 0, 4L, 4L, 98, 522940.9]
1510128223 : 1 : [24, 35, 151, 1289855575, 56, 0, 0, -1L, 0, 0, 3L, 3L, 79, 212940.55555555556]
1699963185 : 0 : [162, 2141, 306, 1267119422, 537, 677, 0, -1L, 1, 61, 1L, 1L, 18, 124787.2]
1644305150 : 0 : [985, 5570, 1651, 1251848030, 6003, 457, 1, 0, 1, 6, 8L, 10L, 49, 34174.9]
3108214911 : 1 : [144, 871, 148, 1352587477, 330, 0, 0, 220L, 0, 16, 225L, 45L, 74, 361741.8]
1905218633 : 0 : [44, 1089, 147, 1293585392, 139, 79, 0, 220L, 0, 10, 2L, 6L, 16, 120558.9]
2394287350 : 1 : [0, 11, 5, 1316012249, 9, 0, 0, -1L, 0, 0, 0, 0, 70, 443107.6]
2080466275 : 0 : [90, 362, 259, 1302478787, 621, 4328, 0, -1L, 1, 23, 7L, 1L, 34, 4014430.3]
2404378934 : 1 : [4, 297, 462, 1316296540, 320, 0, 0, -1L, 1, 0, 0, 0, 92, 366553.7]
1081273845 : 0 : [1122, 44016, 1303, 1253600458, 276712, 2461, 1, 0, 0, 68, 53L, 17L, 51, 6787.0]
2559264311 : 1 : [1, 101, 10, 1325162637, 15, 0, 0, -1L, 1, 0, 3L, 3L, 33, 92132.0]
2397182362 : 1 : [0, 13, 3, 1316119482, 38, 0, 0, -1L, 0, 0, 3L, 3L, 80, 484968.2]
3124390531 : 1 : [85, 937, 85, 1353137636, 180, 0, 0, 220L, 1, 29, 92L, 24L, 69, 473560.1]
1262551610 : 1 : [2, 508, 458, 1355875452, 188, 0, 0, -1L, 0, 0, 2L, 2L, 47, 118560.0]
2396416140 : 1 : [56, 46, 112, 1316099295, 164, 0, 0, -1L, 1, 0, 6L, 6L, 54, 424408.7]
2292120434 : 0 : [400, 3744, 422, 1312729144, 1543524, 83, 1, 0, 0, 40, 299L, 42L, 44, 9370.0]
2397153860 : 1 : [1, 16, 5, 1316119934, 42, 0, 0, -1L, 0, 0, 4L, 4L, 69, 908735.7]
1826643727 : 0 : [60, 162, 77, 1286415827, 266903, 0, 0, -1L, 0, 0, 934L, 911L, 12, 372342.7]
1894020167 : 0 : [304, 1506, 472, 1292468979, 306066, 1424, 1, 0, 0, 7, 124L, 259L, 106, 259023.9]
2356955961 : 1 : [0, 13, 1, 1316010503, 24, 0, 0, -1L, 0, 0, 10L, 10L, 76, 466384.5]
2357652793 : 1 : [0, 10, 3, 1316012240, 14, 0, 0, -1L, 1, 0, 0, 1L, 73, 493077.7]
1834923553 : 1 : [1, 358, 334, 1287620514, 146, 0, 0, -1L, 0, 0, 3L, 1L, 68, 1.2]
1606645093 : 0 : [124, 2865, 138, 1255714837, 12304, 234, 1, 0, 1, 16, 6L, 2L, 60, 122341.1]
2357528087 : 1 : [1, 16, 5, 1316005604, 41, 0, 0, -1L, 0, 0, 5L, 6L, 72, 1028024.5]
2394289430 : 1 : [0, 13, 1, 1316010473, 27, 0, 0, -1L, 1, 0, 7L, 7L, 70, 370475.4]
2516691061 : 1 : [84, 44, 727, 1323321348, 86, 1, 0, -1L, 1, 8, 4L, 3L, 45, 4468877.3]
2397182554 : 1 : [0, 18, 4, 1316119512, 47, 0, 0, -1L, 0, 0, 5L, 5L, 82, 485003.7]
3202953471 : 1 : [732, 646, 734, 1355252484, 962, 0, 0, 220L, 1, 14, 0, 0, 22, 10278.6]
2707366373 : 1 : [27, 240, 850, 1334356910, 317, 0, 0, -1L, 1, 0, 0, 0, 66, 240471.2]
2075454535 : 0 : [119, 2143, 144, 1302226971, 58016, 1283, 0, -1L, 1, 112, 14L, 3L, 77, 26612.2]
2664554631 : 0 : [91, 867, 141, 1331852333, 136, 395, 0, -1L, 0, 5, 0, 1L, 8, 117511.3]
2358983847 : 1 : [41, 63, 68, 1316089873, 112, 0, 0, -1L, 1, 0, 6L, 6L, 87, 395601.5]
2990592193 : 0 : [13, 812, 33, 1349893576, 12343, 0, 0, -1L, 1, 33, 2L, 3L, 58, 7931.0]
1656699300 : 0 : [145, 1244, 363, 1256702936, 5405, 1415, 0, 220L, 0, 6, 1L, 1L, 16, 57703.6]
3221721380 : 1 : [0, 238, 37, 1363111571, 34, 0, 0, -1L, 0, 0, 3L, 3L, 51, 779307.2222222222]
2640643930 : 0 : [629, 768, 806, 1325176059, 1063, 74, 0, 220L, 1, 31, 1L, 2L, 27, 94191.0]
1706916352 : 0 : [466, 5742, 2032, 1268068202, 1379, 0, 1, 0, 1, 12, 1L, 4L, 18, 74972.2]
2394342110 : 1 : [0, 9, 2, 1316012335, 16, 0, 0, -1L, 0, 0, 0, 0, 103, 409455.2]
1494867021 : 0 : [295, 558, 1303, 1259338096, 679, 2, 0, 220L, 1, 31, 2L, 1L, 48, 319913.9]
1764226841 : 0 : [2, 10185, 14, 1279083931, 465945, 2, 0, -1L, 0, 16, 96L, 7L, 45, 1730.6]
2799620564 : 1 : [23, 219, 779, 1336591976, 337, 0, 0, -1L, 0, 0, 0, 0, 101, 366295.6]
1072588344 : 0 : [54, 286, 160, 1293634387, 150, 73, 0, -1L, 0, 0, 1L, 4L, 24, 250440.8]
2396410912 : 1 : [15, 76, 44, 1316099150, 132, 0, 0, -1L, 0, 0, 3L, 3L, 92, 715948.9]
2396247260 : 1 : [0, 16, 2, 1316094260, 43, 0, 0, -1L, 1, 0, 5L, 5L, 89, 464893.2]
3177238731 : 1 : [721, 574, 722, 1354851017, 1120, 0, 0, 220L, 0, 46, 0, 0, 28, 22021.0]
2074508144 : 0 : [46, 882, 55, 1301976487, 336734, 71, 1, 0, 0, 41, 945L, 213L, 11, 189385.2]
2394338530 : 1 : [0, 14, 4, 1316012201, 11, 0, 0, -1L, 1, 0, 0, 1L, 90, 581397.4]
2415012380 : 1 : [69, 598, 154, 1317143902, 140, 0, 0, -1L, 0, 9, 0, 0, 60, 121982.8]
1843674420 : 0 : [245, 571, 349, 1286395141, 1997, 24, 1, 0, 1, 48, 2L, 4L, 41, 111353.6]
1661558660 : 0 : [235, 1741, 258, 1258653305, 1951738, 718, 1, 0, 0, 71, 39L, 186L, 66, 69454.3]
3124390505 : 1 : [126, 885, 129, 1353137651, 203, 0, 0, 220L, 1, 42, 100L, 26L, 61, 52473.9]
2396712270 : 1 : [0, 19, 3, 1316105940, 36, 0, 0, -1L, 1, 0, 5L, 5L, 61, 718745.3]
1936871147 : 0 : [65, 988, 112, 1296155755, 869, 382, 0, -1L, 1, 12, 3L, 2L, 53, 751542.2]
2175658070 : 1 : [26, 355, 140, 1308180157, 74, 0, 0, -1L, 0, 0, 1L, 1L, 37, 119734.4]
1689047755 : 0 : [176, 5632, 429, 1273782882, 256, 402, 0, -1L, 0, 19, 2L, 3L, 21, 56741.2]
1344360230 : 0 : [232, 6804, 273, 1269497030, 35667141, 2, 1, 0, 1, 44, 745L, 131L, 97, 17971.7]
1744692447 : 0 : [228, 5995, 598, 1274458655, 620, 745, 0, 220L, 0, 19, 1L, 2L, 40, 34508.4]
2179825195 : 0 : [157, 740, 202, 1308175022, 2785682, 2, 1, 0, 1, 43, 144L, 261L, 51, 58386.5]
2358872723 : 1 : [2, 61, 11, 1316068285, 46, 0, 0, -1L, 0, 0, 3L, 3L, 59, 405967.0]
2396460612 : 1 : [31, 63, 49, 1316099198, 100, 0, 0, -1L, 1, 0, 4L, 4L, 76, 475873.1]
1494723892 : 0 : [1010, 12590, 1042, 1255529568, 81246, 117, 1, 0, 1, 58, 20L, 23L, 56, 9321.5]
1252815655 : 0 : [340, 4044, 666, 1268756378, 3765, 189, 1, 0, 0, 10, 2L, 8L, 59, 185503.6]
1183913093 : 0 : [100, 1276, 293, 1271049320, 3350, 0, 0, -1L, 0, 60, 1L, 7L, 23, 62060.3]
2115203244 : 0 : [86, 6506, 94, 1303846728, 313055, 0, 0, -1L, 0, 77, 6L, 1L, 34, 869.8]
2175201290 : 1 : [48, 254, 172, 1308165151, 96, 0, 0, -1L, 0, 0, 46L, 15L, 40, 180245.8]
3184934412 : 1 : [55, 4728, 1796, 1361832809, 103, 0, 0, -1L, 1, 0, 0, 0, 81, 20615.3]
2396220632 : 1 : [30, 72, 68, 1316089797, 108, 0, 0, -1L, 1, 0, 5L, 4L, 79, 411408.8]
2636212004 : 1 : [32, 144, 81, 1324990104, 62, 0, 0, -1L, 0, 0, 0, 0, 64, 94574.6]
1778335851 : 0 : [81, 257, 97, 1303833999, 137, 1, 0, -1L, 1, 0, 1L, 0, 12, 292838.2]
1875034341 : 0 : [163, 30183, 221, 1290784610, 371864, 370, 0, -1L, 1, 71, 25L, 9L, 126, 1071.8]
1510079414 : 1 : [35, 39, 150, 1289856220, 68, 0, 0, -1L, 1, 0, 2L, 2L, 74, 212956.0]
1182389073 : 0 : [115, 57242, 122, 1251495363, 14959830, 44, 1, 0, 1, 0, 535L, 165L, 29, 2364.5]
1750183801 : 0 : [16, 197, 31, 1275539762, 152, 0, 0, -1L, 0, 14, 0, 1L, 7, 820358.1]
1375489003 : 0 : [404, 3767, 618, 1261082030, 209112, 553, 1, 0, 0, 63, 230L, 52L, 90, 17070.2]
2471241987 : 1 : [40, 210, 82, 1325010780, 65, 0, 0, -1L, 0, 0, 0, 1L, 35, 120868.0]
3158106515 : 1 : [185, 543, 186, 1354487755, 352, 0, 0, 220L, 0, 38, 0, 0, 32, 59846.8]
1743864307 : 0 : [139, 1237, 405, 1274307854, 6448, 2, 0, -1L, 0, 26, 1L, 1L, 105, 1512584.8]
2359043463 : 1 : [0, 18, 2, 1316094190, 38, 0, 0, -1L, 1, 0, 5L, 5L, 79, 484580.3]
1210417191 : 0 : [1048, 7532, 1268, 1251494075, 108844, 234, 1, 0, 1, 16, 17L, 5L, 27, 11114.444444444445]
2076169717 : 0 : [94, 975, 103, 1302301581, 1127887, 36, 1, 0, 0, 9, 31L, 33L, 42, 1123024.4]
1789281083 : 0 : [12, 178, 45, 1281213059, 37, 0, 0, -1L, 1, 0, 0, 1L, 46, 993215.1]
2359489641 : 1 : [0, 16, 5, 1316119667, 50, 0, 0, -1L, 1, 0, 4L, 4L, 83, 505180.5]
1221485670 : 0 : [886, 1255, 892, 1251495365, 544982, 3, 1, 0, 1, 25, 492L, 162L, 96, 71414.7]
2396773484 : 1 : [8, 60, 20, 1316109006, 44, 0, 0, -1L, 0, 0, 4L, 4L, 58, 1919161.9]
1644923975 : 0 : [67, 265, 232, 1294024434, 126, 173, 0, 220L, 0, 4, 1L, 6L, 29, 373327.1]
1554710050 : 0 : [596, 3718, 759, 1258508449, 1787004, 92, 1, 0, 1, 40, 78L, 20L, 26, 27326.3]
2394290184 : 1 : [0, 11, 3, 1316012345, 8, 0, 0, -1L, 1, 0, 0, 0, 103, 409384.0]
1605182207 : 1 : [12, 1324, 1294, 1304112006, 535, 0, 0, -1L, 0, 3, 2L, 2L, 145, 24070.7]
1177412715 : 0 : [237, 1661, 404, 1262723219, 20361, 69, 1, 0, 1, 9, 2L, 4L, 14, 558687.1]
1504300112 : 0 : [15, 36, 32, 1289009885, 67, 0, 0, -1L, 0, 7, 5L, 4L, 57, 1913557.8]
2091776311 : 0 : [168, 1041, 379, 1303264015, 357, 1417, 0, 220L, 0, 0, 0, 2L, 69, 469495.5]
1564258070 : 0 : [336, 5011, 351, 1270868854, 13333, 30, 1, 0, 1, 89, 1L, 5L, 55, 92377.3]
2429254162 : 0 : [23, 126, 152, 1317235489, 40, 213, 0, -1L, 0, 21, 0, 1L, 19, 550469.1]
2771071403 : 1 : [44, 1155, 928, 1337369115, 128, 0, 0, 220L, 0, 14, 0, 0, 66, 1.4]
1548605347 : 0 : [441, 10353, 630, 1262826950, 14992, 318, 1, 0, 1, 75, 1L, 1L, 74, 55575.4]
1787837477 : 0 : [109, 1200, 226, 1281050815, 1478, 298, 1, 0, 1, 78, 1L, 1L, 79, 322001.7]
2257650101 : 0 : [96, 1494, 309, 1311105022, 267, 84, 0, -1L, 0, 3, 1L, 2L, 5, 18254.9]
2680492893 : 1 : [86, 4457, 1239, 1332642363, 335, 0, 0, -1L, 0, 0, 0, 0, 43, 0.4]
1563944783 : 0 : [181, 500, 347, 1256866334, 1277, 367, 1, 0, 1, 11, 2L, 2L, 36, 450206.9]
2396037112 : 1 : [2, 59, 10, 1316068138, 48, 0, 0, -1L, 0, 0, 2L, 2L, 67, 413232.2]
1633534980 : 0 : [538, 3962, 999, 1251495329, 48302, 6, 1, 0, 1, 32, 1L, 2L, 26, 60685.5]
1997140907 : 0 : [34, 1130, 121, 1298923403, 144547, 35, 0, -1L, 1, 38, 78L, 78L, 104, 1958739.7777777778]
1892775207 : 0 : [344, 3604, 655, 1292366909, 10949, 8, 0, -1L, 1, 36, 9L, 1L, 46, 9180.6]
1741617712 : 0 : [345, 910, 345, 1289078768, 14344, 0, 1, 0, 1, 19, 3L, 8L, 44, 698727.9]
1662256902 : 0 : [59, 6579, 265, 1258742777, 714, 336, 0, 220L, 0, 69, 1L, 2L, 23, 34174.3]
1689055184 : 0 : [205, 508, 211, 1266724135, 226918, 28, 1, 0, 0, 52, 146L, 243L, 17, 224003.2]
1501629193 : 0 : [102, 7882, 211, 1262041315, 494, 175, 0, 220L, 1, 7, 30L, 1L, 15, 14359.7]
2395987202 : 1 : [2, 72, 11, 1316068101, 46, 0, 0, -1L, 0, 0, 2L, 2L, 78, 410059.0]
2832789692 : 0 : [19, 15, 81, 1339607557, 34, 0, 0, -1L, 0, 0, 0, 3L, 74, 286991.2]
1296947890 : 0 : [547, 3635, 614, 1283448205, 2129967, 260, 1, 0, 1, 10, 772L, 1118L, 45, 133362.7]
1959683734 : 0 : [84, 202, 241, 1305051551, 111, 310, 0, -1L, 0, 0, 1L, 2L, 21, 542282.0]
1042026447 : 0 : [1237, 5475, 1372, 1259693901, 4772304, 4987, 1, 0, 1, 57, 185L, 70L, 54, 69812.8]
1577826897 : 0 : [2216, 14473, 2900, 1251495274, 562366, 4964, 1, 0, 1, 20, 66L, 58L, 35, 6254.5]
1225192137 : 0 : [298, 1096, 558, 1268757969, 757, 928, 0, 220L, 0, 34, 3L, 7L, 34, 107375.6]
1216910102 : 1 : [328, 818, 1723, 1267496440, 3126, 0, 0, 220L, 0, 0, 3L, 3L, 95, 163744.6]
1945584665 : 0 : [470, 999, 742, 1296592932, 222688, 343, 1, 0, 0, 46, 5328L, 1596L, 37, 147025.1]
1731769015 : 0 : [321, 1328, 429, 1271640367, 2057123, 5, 1, 0, 0, 41, 1791L, 1274L, 30, 80941.1]
2397188152 : 1 : [1, 15, 5, 1316119672, 43, 0, 0, -1L, 1, 0, 4L, 4L, 86, 505178.2]
2556714135 : 1 : [23, 77, 59, 1325014800, 62, 0, 0, -1L, 0, 0, 3L, 3L, 83, 54298.3]
1737847545 : 0 : [169, 8299, 182, 1273069284, 614977, 1, 1, 0, 1, 8, 133L, 34L, 100, 19386.5]
2358976431 : 1 : [7, 37, 17, 1316109015, 10, 0, 0, -1L, 1, 0, 2L, 2L, 69, 1944360.7]
3177269877 : 1 : [214, 5099, 1520, 1354868349, 582, 0, 0, 220L, 0, 0, 0, 0, 44, 2.111111111111111]
2352201650 : 1 : [2, 42, 39, 1314569471, 13, 0, 0, -1L, 0, 0, 0, 0, 4, 1631.7]
1515627393 : 0 : [115, 1696, 239, 1265783940, 134, 2369, 0, 220L, 0, 4, 4L, 6L, 26, 172521.9]
2397142070 : 1 : [0, 14, 3, 1316119559, 24, 0, 0, -1L, 1, 0, 4L, 4L, 89, 505188.5]
2358486151 : 1 : [78, 78, 109, 1316099189, 241, 0, 0, -1L, 1, 0, 3L, 3L, 90, 595169.5]
1723450114 : 1 : [0, 72, 102, 1355839867, 32, 0, 0, -1L, 0, 0, 6L, 6L, 85, 25381.8]
1864528464 : 0 : [21, 10415, 47, 1288459308, 868872, 2256, 0, -1L, 0, 22, 124L, 22L, 36, 9144.9]
1796803097 : 0 : [117, 476, 128, 1282059016, 1038, 76, 0, 220L, 1, 26, 0, 7L, 16, 58893.0]
2358987493 : 1 : [42, 83, 73, 1316090310, 121, 0, 0, -1L, 1, 0, 4L, 4L, 72, 588469.1]
2133802525 : 0 : [12, 3763, 24, 1305372504, 71549, 1, 0, -1L, 1, 59, 59L, 12L, 95, 8591.7]
1806744991 : 0 : [1, 37, 13, 1360437782, 13, 54, 0, -1L, 0, 20, 0, 3L, 66, 581666.9]
1220291284 : 0 : [1053, 3910, 1058, 1252114253, 6529175, 560, 0, -1L, 1, 6, 8453L, 3991L, 47, 147230.2]
1911678503 : 0 : [57, 1027, 120, 1294193908, 109, 49, 0, -1L, 0, 0, 1L, 6L, 16, 336410.5]
2359044727 : 1 : [0, 23, 4, 1316094204, 54, 0, 0, -1L, 0, 0, 4L, 4L, 80, 484543.3]
2367310827 : 0 : [1655, 4995, 2787, 1316370731, 245757, 11, 0, -1L, 1, 29, 65L, 23L, 64, 8775.3]
1678704167 : 0 : [65, 815, 119, 1265704214, 143, 422, 0, -1L, 1, 0, 1L, 2L, 25, 96802.3]
1903536067 : 0 : [338, 4573, 538, 1293404597, 1813, 3, 1, 0, 1, 29, 1L, 1L, 90, 154253.2]
2457004153 : 1 : [8, 1369, 1770, 1320943838, 616, 0, 0, -1L, 0, 0, 0, 0, 66, 0.6]
2840797523 : 1 : [0, 1106, 874, 1341075753, 120, 0, 0, -1L, 1, 0, 0, 0, 68, 0.3]
2026283427 : 0 : [84, 646, 584, 1300200389, 307, 37, 0, -1L, 0, 8, 1L, 2L, 51, 91161.1]
1243428715 : 0 : [12, 2205, 13, 1269380362, 954189, 7, 1, 0, 1, 0, 27L, 23L, 24, 70751.3]
1083364667 : 0 : [68, 3123, 342, 1279809796, 1639, 94, 0, 220L, 1, 15, 0, 2L, 14, 22928.7]
2367850231 : 1 : [95, 451, 199, 1316442099, 145, 0, 0, -1L, 0, 0, 0, 0, 50, 52113.5]
1047142623 : 0 : [71, 3014, 214, 1255206803, 431, 95, 0, 220L, 1, 14, 0, 6L, 30, 526269.2]
3201479334 : 1 : [0, 289, 55, 1361816414, 131, 0, 0, -1L, 0, 16, 6L, 6L, 64, 846628.7]
1316015827 : 0 : [260, 9697, 348, 1251494084, 144914, 135, 1, 0, 1, 36, 10L, 2L, 124, 32000.4]
1726117183 : 0 : [54, 2667, 263, 1291229613, 658, 119, 0, 220L, 1, 23, 1L, 4L, 30, 223894.5]
1712736232 : 0 : [1077, 6996, 1572, 1268839355, 11172, 0, 1, 0, 1, 81, 1L, 1L, 153, 6831.4]
3205439587 : 1 : [688, 510, 688, 1355250120, 944, 0, 0, 220L, 1, 14, 0, 0, 17, 25321.1]
1931739712 : 1 : [22, 244, 809, 1296780049, 327, 0, 0, -1L, 0, 0, 0, 0, 103, 366283.8]
2394287562 : 1 : [0, 9, 92, 1316012257, 12, 0, 0, -1L, 1, 0, 0, 0, 80, 338917.5]
2006444017 : 1 : [3, 4011, 1828, 1299272311, 208, 0, 0, -1L, 0, 40, 0, 0, 76, 3550.6]
2394337492 : 1 : [0, 17, 4, 1316012172, 38, 0, 0, -1L, 1, 0, 5L, 5L, 79, 443960.6]
1862064727 : 1 : [0, 131, 340, 1289731515, 39, 0, 0, -1L, 1, 0, 0, 0, 58, 316990.6]
1660025227 : 0 : [895, 3897, 924, 1257955892, 18262, 142, 1, 0, 1, 60, 49L, 12L, 21, 192457.6]
1649717113 : 0 : [110, 1973, 363, 1253927851, 953, 165, 0, -1L, 0, 23, 1L, 3L, 88, 15380.9]
1222362564 : 0 : [244, 1740, 250, 1251494057, 6623, 242, 0, -1L, 0, 2, 36L, 16L, 66, 32869.625]
2397151034 : 1 : [1, 16, 5, 1316119844, 42, 0, 0, -1L, 1, 0, 3L, 3L, 83, 522980.7]
1773915503 : 0 : [426, 1828, 617, 1278994938, 2945, 731, 1, 0, 0, 0, 3L, 5L, 56, 77983.7]
1819831261 : 0 : [0, 9732, 1, 1284511978, 46767, 0, 0, -1L, 1, 30, 82L, 11L, 50, 80120.5]
1352130183 : 0 : [1396, 9822, 1510, 1255010946, 168720, 3, 1, 0, 1, 35, 248L, 24L, 20, 15655.0]
2328957921 : 1 : [17, 765, 245, 1314561583, 120, 1, 0, -1L, 1, 0, 0, 0, 31, 494506.6]
3177234985 : 1 : [726, 521, 726, 1354851020, 1197, 0, 0, 220L, 1, 40, 0, 0, 30, 71851.4]
2699400520 : 0 : [13, 4847, 97, 1328197508, 216591, 0, 0, -1L, 0, 87, 6L, 3L, 30, 801.4]
3547642417 : 0 : [7, 30, 3, 1371781587, 627550, 0, 1, 0, 0, 11, 13000L, 12261L, 37, 167304.7]
2175695242 : 1 : [64, 383, 82, 1308182016, 173, 0, 0, -1L, 1, 0, 49L, 14L, 55, 102750.0]
2605631587 : 0 : [71, 964, 387, 1326927592, 115, 174, 0, -1L, 1, 3, 0, 1L, 26, 247202.8]
1827418517 : 0 : [457, 6117, 558, 1291865453, 1908, 478, 0, 220L, 1, 46, 1L, 2L, 18, 69644.2]
2187116222 : 0 : [188, 4219, 426, 1308761218, 396, 1, 0, 220L, 0, 9, 2L, 5L, 34, 23279.1]
1225794425 : 0 : [82, 960, 95, 1298384946, 30260, 24, 0, -1L, 1, 59, 13L, 4L, 123, 77519.3]
1843758762 : 0 : [201, 4400, 279, 1286397255, 387, 4, 0, -1L, 0, 14, 1L, 7L, 30, 318571.6]
2125719603 : 0 : [70, 540, 117, 1305001879, 138, 47, 0, -1L, 0, 17, 1L, 6L, 22, 123000.4]
2636599354 : 1 : [18, 211, 37, 1325010487, 39, 0, 0, -1L, 0, 0, 0, 0, 44, 68423.6]
1854743504 : 0 : [11, 18722, 43, 1292899001, 1405247, 33, 0, -1L, 0, 42, 205L, 54L, 53, 5136.0]
1719250727 : 0 : [97, 830, 264, 1269644825, 250, 979, 0, -1L, 1, 10, 0, 4L, 54, 1032180.6]
1862461113 : 0 : [199, 44, 316, 1289770277, 1683, 25, 0, 220L, 1, 26, 3L, 3L, 54, 536900.1]
1832426717 : 0 : [2, 2186, 5, 1287377609, 50395, 2, 0, -1L, 0, 45, 29L, 3L, 88, 30497.7]
1773724425 : 0 : [667, 6436, 1289, 1279425702, 299035, 2433, 0, 220L, 1, 43, 47L, 21L, 22, 10367.6]
2831612195 : 1 : [0, 1029, 931, 1340589063, 168, 0, 0, -1L, 1, 36, 0, 0, 64, 0.4]
1647865744 : 0 : [728, 4127, 1046, 1253206607, 463501, 3707, 1, 0, 1, 11, 186L, 98L, 56, 39781.8]
1644930905 : 0 : [617, 8190, 688, 1252098911, 2425, 174, 0, 220L, 1, 7, 20L, 3L, 13, 56714.8]
3125331393 : 1 : [166, 949, 168, 1353138267, 318, 0, 0, 220L, 0, 12, 0, 0, 27, 7341.2]
2039559195 : 0 : [41, 2544, 77, 1300813720, 759713, 27, 1, 0, 1, 73, 9L, 4L, 52, 114009.3]
3100344081 : 0 : [68, 87, 83, 1352516373, 5714, 1, 0, -1L, 0, 72, 43L, 83L, 114, 309337.7]
1959546245 : 0 : [172, 2062, 442, 1297311416, 615, 2, 0, 220L, 1, 12, 0, 2L, 28, 67160.8]
1052937860 : 0 : [1749, 9711, 2199, 1251495243, 53038, 188, 1, 0, 1, 22, 3L, 1L, 81, 12497.2]
3288013233 : 1 : [20, 1580, 1028, 1361374996, 115, 0, 0, -1L, 0, 0, 0, 0, 4, 5.2]
1642079181 : 0 : [1294, 15799, 1978, 1251495346, 19563, 2321, 1, 0, 0, 17, 1L, 2L, 31, 20505.8]
2609024333 : 0 : [85, 1625, 95, 1328141315, 84490, 0, 0, -1L, 0, 85, 3L, 2L, 21, 719.9]
1851782161 : 0 : [143, 1200, 316, 1289253617, 471, 8, 0, 220L, 0, 55, 0, 1L, 10, 174915.1]
1517849825 : 0 : [1318, 2067, 1519, 1280013646, 3074, 6, 1, 0, 1, 55, 1L, 1L, 84, 207116.9]
1649192950 : 0 : [373, 1401, 387, 1253732426, 16378, 29, 1, 0, 1, 2, 3L, 3L, 30, 2560691.7]
1650306337 : 0 : [94, 136, 140, 1254174884, 95329, 3, 1, 0, 1, 5, 1595L, 733L, 37, 3100471.3]
2397144950 : 1 : [0, 15, 4, 1316119655, 38, 0, 0, -1L, 0, 0, 4L, 4L, 85, 505160.2]
2631039891 : 1 : [30, 2456, 1583, 1330217335, 247, 0, 0, -1L, 0, 0, 0, 0, 138, 10749.8]
2396820534 : 1 : [2, 6, 4, 1316109067, 2, 0, 0, -1L, 1, 0, 5L, 3L, 85, 3737712.1666666665]
79791167 : 0 : [219, 2875, 225, 1251392896, 27551, 151, 0, -1L, 1, 33, 3L, 4L, 54, 26524.5]
1767102013 : 0 : [572, 6352, 964, 1278179153, 24417, 0, 0, -1L, 0, 20, 2L, 0, 35, 13290.6]
1713653174 : 0 : [197, 844, 365, 1268949092, 1178, 16, 1, 0, 1, 21, 1L, 4L, 22, 384537.7]
2481243464 : 1 : [0, 1893, 1080, 1319164700, 227, 0, 0, -1L, 1, 0, 0, 0, 35, 0.9]
2657829040 : 0 : [726, 1235, 755, 1326058899, 9413, 165, 1, 0, 1, 113, 17L, 5L, 150, 99984.1]
2688438464 : 0 : [19, 29, 36, 1327689004, 24, 5, 0, -1L, 0, 0, 2L, 3L, 51, 1704992.8]
2708604490 : 1 : [33, 1741, 1452, 1328570633, 497, 0, 0, -1L, 1, 0, 0, 0, 60, 2.8]
1858028380 : 0 : [100, 599, 240, 1287461709, 174, 40, 0, -1L, 1, 20, 6L, 2L, 45, 1284527.6]
1646148330 : 0 : [547, 2801, 873, 1263587163, 24566, 3374, 1, 0, 1, 44, 7L, 4L, 23, 55155.1]
1425074877 : 0 : [59, 4771, 592, 1272297250, 485, 794, 0, 220L, 0, 85, 1L, 1L, 73, 34767.8]
2463781197 : 1 : [0, 1165, 705, 1321282525, 14, 0, 0, -1L, 1, 9, 2L, 2L, 49, 9033.4]
2397183262 : 1 : [0, 13, 3, 1316119509, 22, 0, 0, -1L, 1, 0, 3L, 3L, 81, 485001.3]
1734465922 : 0 : [95, 473, 232, 1277952701, 238, 132, 0, -1L, 0, 17, 1L, 2L, 7, 372298.3]
2843856941 : 0 : [759, 676, 1417, 1345730424, 36951, 0, 0, -1L, 1, 43, 2L, 2L, 57, 16261.0]
1739879185 : 0 : [1156, 2275, 1325, 1273507786, 14968, 1, 0, 220L, 1, 8, 16L, 1L, 59, 466066.6]
